,zip_code,CBSA Title,MSA_central_outlying,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
125,37216,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,90.8,95.3,77.0,100.0,62.9,51-75% of geographies,60.8,20.0,60.9,42.0,Top 25% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
126,37217,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,94.6,95.2,94.1,99.7,94.8,Top 25% of geographies,30.5,31.7,58.9,10.0,51-75% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
127,37218,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,84.3,81.5,84.9,95.2,100.0,26-50% of geographies,18.6,24.5,50.7,20.2,26-50% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
128,37219,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,100.0,100.0,,100.0,100.0,Top 25% of geographies,86.0,,100.0,100.0,Top 25% of geographies,,Top 25% of geographies,Top 25% of geographies
129,37220,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,98.7,98.6,100.0,100.0,100.0,Top 25% of geographies,78.3,33.9,100.0,70.3,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
130,37221,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,96.6,97.0,93.9,98.8,88.9,Top 25% of geographies,58.0,56.5,74.1,31.4,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
131,37228,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,76.3,72.4,72.3,100.0,,Bottom 25% of geographies,49.7,39.4,100.0,,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,
132,37240,,Outlying,,,,,,,,,,,,,,
133,37243,,Outlying,,,,,,,,,,,,,,
134,37246,,Outlying,,,,,,,,,,,,,,
135,37301,,Outlying,78.1,75.6,,100.0,100.0,Bottom 25% of geographies,15.7,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
136,37302,"Chattanooga, TN-GA",Central,93.8,93.1,93.7,100.0,100.0,Top 25% of geographies,34.0,35.0,49.6,32.3,51-75% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
137,37303,"Athens, TN",Central,88.4,87.9,93.5,100.0,92.4,26-50% of geographies,22.6,17.1,31.8,20.3,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
138,37305,,Outlying,70.7,70.9,,,,Bottom 25% of geographies,5.8,,,,Bottom 25% of geographies,,,
139,37306,"Tullahoma-Manchester, TN",Outlying,73.3,76.1,23.3,100.0,100.0,Bottom 25% of geographies,20.0,0.0,0.0,36.2,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
140,37307,"Cleveland, TN",Outlying,86.9,85.6,,,100.0,26-50% of geographies,18.5,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
141,37308,"Chattanooga, TN-GA",Central,80.0,81.0,100.0,,100.0,Bottom 25% of geographies,12.6,100.0,,100.0,Bottom 25% of geographies,Top 25% of geographies,,Top 25% of geographies
142,37309,"Athens, TN",Central,89.2,89.1,,,,51-75% of geographies,11.4,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
143,37310,"Cleveland, TN",Central,86.9,86.8,85.5,,91.3,26-50% of geographies,11.0,13.4,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
144,37311,"Cleveland, TN",Central,85.1,86.4,77.2,58.9,83.4,26-50% of geographies,18.1,14.1,55.6,6.8,26-50% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
145,37312,"Cleveland, TN",Central,92.7,92.0,91.0,100.0,97.6,51-75% of geographies,33.2,26.8,37.2,20.6,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
146,37313,,Outlying,73.4,74.9,,,,Bottom 25% of geographies,17.0,,,,26-50% of geographies,,,
147,37315,"Chattanooga, TN-GA",Central,,,,,,,0.0,,,,Bottom 25% of geographies,,,
148,37317,"Cleveland, TN",Outlying,84.8,86.4,100.0,100.0,28.5,26-50% of geographies,22.0,0.0,100.0,0.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
149,37318,"Tullahoma-Manchester, TN",Outlying,78.6,78.8,68.8,100.0,36.8,Bottom 25% of geographies,10.7,2.4,100.0,0.0,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies
150,37321,"Dayton, TN",Central,92.3,92.4,100.0,100.0,81.6,51-75% of geographies,17.8,8.8,7.5,9.4,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
151,37322,,Outlying,82.9,82.6,100.0,,49.7,26-50% of geographies,8.8,62.3,,0.0,Bottom 25% of geographies,Top 25% of geographies,,Bottom 25% of geographies
152,37323,"Cleveland, TN",Central,90.5,90.4,92.4,100.0,94.1,51-75% of geographies,17.3,52.1,58.3,3.2,26-50% of geographies,Top 25% of geographies,51-75% of geographies,26-50% of geographies
153,37324,"Tullahoma-Manchester, TN",Outlying,77.9,78.9,70.0,19.6,91.1,Bottom 25% of geographies,9.3,19.2,52.4,7.9,Bottom 25% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
154,37325,"Cleveland, TN",Outlying,65.2,65.5,,100.0,100.0,Bottom 25% of geographies,14.7,,0.0,0.0,26-50% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
155,37326,,Outlying,82.3,81.9,,,,26-50% of geographies,6.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
156,37327,"Chattanooga, TN-GA",Outlying,78.0,77.9,100.0,,62.4,Bottom 25% of geographies,14.6,0.0,,1.5,26-50% of geographies,Bottom 25% of geographies,,26-50% of geographies
157,37328,,Outlying,80.2,80.9,,,,Bottom 25% of geographies,21.8,,,,26-50% of geographies,,,
158,37329,"Athens, TN",Central,82.2,81.4,100.0,100.0,73.3,26-50% of geographies,10.3,0.0,100.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
159,37330,"Tullahoma-Manchester, TN",Outlying,71.8,71.5,64.9,100.0,100.0,Bottom 25% of geographies,18.4,2.8,0.0,100.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies
160,37331,"Athens, TN",Central,90.3,89.8,91.8,,100.0,51-75% of geographies,15.2,9.9,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
161,37332,"Dayton, TN",Central,88.0,87.2,100.0,,,26-50% of geographies,22.0,0.0,,,26-50% of geographies,Bottom 25% of geographies,,
162,37333,"Cleveland, TN",Outlying,48.9,48.9,,,,Bottom 25% of geographies,7.1,,,,Bottom 25% of geographies,,,
163,37334,,Outlying,78.1,79.3,61.3,79.9,88.2,Bottom 25% of geographies,21.0,9.3,39.5,0.7,26-50% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
164,37335,,Outlying,70.6,70.3,,100.0,100.0,Bottom 25% of geographies,10.4,,100.0,0.0,Bottom 25% of geographies,,Top 25% of geographies,Bottom 25% of geographies
165,37336,"Cleveland, TN",Central,82.0,82.2,82.3,100.0,100.0,26-50% of geographies,17.0,6.9,0.0,0.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
166,37337,"Dayton, TN",Central,71.0,70.8,,,0.0,Bottom 25% of geographies,12.2,,,100.0,Bottom 25% of geographies,,,Top 25% of geographies
167,37338,,Outlying,89.6,88.8,90.1,,90.7,51-75% of geographies,10.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
168,37339,,Outlying,73.1,73.1,100.0,,100.0,Bottom 25% of geographies,4.9,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
169,37340,"Chattanooga, TN-GA",Outlying,73.7,72.8,,100.0,100.0,Bottom 25% of geographies,8.8,,0.0,,Bottom 25% of geographies,,Bottom 25% of geographies,
170,37341,"Chattanooga, TN-GA",Central,93.7,94.9,79.7,100.0,100.0,Top 25% of geographies,26.9,25.8,100.0,27.6,51-75% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
171,37342,"Tullahoma-Manchester, TN",Central,77.5,80.8,,100.0,34.0,Bottom 25% of geographies,15.8,0.0,0.0,11.4,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies
172,37343,"Chattanooga, TN-GA",Central,93.2,92.8,94.6,100.0,96.8,51-75% of geographies,36.7,36.9,51.5,22.6,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
173,37345,"Tullahoma-Manchester, TN",Outlying,75.2,73.8,69.1,100.0,100.0,Bottom 25% of geographies,16.9,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
174,37347,"Chattanooga, TN-GA",Outlying,85.4,83.7,100.0,100.0,100.0,26-50% of geographies,13.9,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
175,37348,,Outlying,69.5,69.5,,,,Bottom 25% of geographies,18.1,,,,26-50% of geographies,,,
176,37350,"Chattanooga, TN-GA",Central,97.3,97.2,100.0,100.0,,Top 25% of geographies,84.8,0.0,100.0,,Top 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,
177,37351,"Chattanooga, TN-GA",Central,87.2,82.0,100.0,,,26-50% of geographies,63.7,0.0,,,Top 25% of geographies,Bottom 25% of geographies,,
178,37352,"Tullahoma-Manchester, TN",Outlying,69.9,68.6,60.0,100.0,100.0,Bottom 25% of geographies,18.6,0.0,100.0,0.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
179,37353,"Cleveland, TN",Central,82.7,84.1,100.0,,48.6,26-50% of geographies,32.7,0.0,,50.0,51-75% of geographies,Bottom 25% of geographies,,Top 25% of geographies
180,37354,,Outlying,88.8,88.1,100.0,,100.0,51-75% of geographies,13.0,3.8,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
181,37355,"Tullahoma-Manchester, TN",Central,79.1,78.9,97.9,100.0,74.2,Bottom 25% of geographies,23.4,31.4,8.8,10.5,51-75% of geographies,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies
182,37356,,Outlying,86.7,86.0,,100.0,82.1,26-50% of geographies,33.5,0.0,0.0,52.8,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
183,37357,"McMinnville, TN",Central,73.7,79.2,51.9,100.0,81.1,Bottom 25% of geographies,17.9,22.8,100.0,1.7,26-50% of geographies,51-75% of geographies,Top 25% of geographies,26-50% of geographies
184,37359,,Outlying,68.9,68.3,100.0,,,Bottom 25% of geographies,20.4,0.0,,,26-50% of geographies,Bottom 25% of geographies,,
185,37360,"Tullahoma-Manchester, TN",Central,86.9,86.8,14.3,100.0,100.0,26-50% of geographies,30.7,0.0,0.0,100.0,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
186,37361,"Cleveland, TN",Outlying,81.8,80.3,,100.0,,26-50% of geographies,10.3,,100.0,,Bottom 25% of geographies,,Top 25% of geographies,
187,37362,"Cleveland, TN",Outlying,80.1,82.6,,,100.0,Bottom 25% of geographies,10.7,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
188,37363,"Chattanooga, TN-GA",Central,91.9,92.4,83.6,94.3,91.7,51-75% of geographies,40.7,26.9,65.7,36.7,Top 25% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
189,37365,,Outlying,74.5,72.2,,,,Bottom 25% of geographies,8.0,,,,Bottom 25% of geographies,,,
190,37366,,Outlying,91.0,90.4,100.0,,,51-75% of geographies,23.8,0.0,,,51-75% of geographies,Bottom 25% of geographies,,
191,37367,,Outlying,82.7,82.2,89.4,100.0,41.6,26-50% of geographies,13.9,2.4,100.0,6.7,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,26-50% of geographies
192,37369,"Cleveland, TN",Outlying,52.5,53.6,0.0,,84.7,Bottom 25% of geographies,12.2,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
193,37370,"Athens, TN",Central,88.2,89.6,63.8,100.0,80.8,26-50% of geographies,15.4,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
194,37373,"Chattanooga, TN-GA",Central,94.9,95.0,100.0,,63.3,Top 25% of geographies,13.6,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
195,37374,"Chattanooga, TN-GA",Outlying,92.6,94.2,,,,51-75% of geographies,21.8,,,,26-50% of geographies,,,
196,37375,"Tullahoma-Manchester, TN",Outlying,73.7,75.8,0.0,71.4,79.5,Bottom 25% of geographies,64.0,62.9,100.0,70.9,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
197,37376,"Tullahoma-Manchester, TN",Outlying,57.1,57.6,,,100.0,Bottom 25% of geographies,0.0,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
198,37377,"Chattanooga, TN-GA",Central,93.6,93.3,100.0,98.9,100.0,Top 25% of geographies,59.4,7.0,36.8,76.9,Top 25% of geographies,26-50% of geographies,26-50% of geographies,Top 25% of geographies
199,37379,"Chattanooga, TN-GA",Central,93.5,93.7,100.0,100.0,94.1,Top 25% of geographies,25.2,40.9,66.7,31.7,51-75% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
200,37380,"Chattanooga, TN-GA",Outlying,72.6,71.3,74.4,100.0,100.0,Bottom 25% of geographies,10.1,0.0,25.6,0.0,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies
201,37381,"Dayton, TN",Central,82.4,82.0,93.2,,26.7,26-50% of geographies,16.8,20.0,,0.0,26-50% of geographies,51-75% of geographies,,Bottom 25% of geographies
202,37385,,Outlying,82.7,82.1,,100.0,95.4,26-50% of geographies,11.9,,0.0,18.8,Bottom 25% of geographies,,Bottom 25% of geographies,51-75% of geographies
203,37387,,Outlying,79.2,78.4,,,100.0,Bottom 25% of geographies,13.8,,,35.5,Bottom 25% of geographies,,,Top 25% of geographies
204,37388,"Tullahoma-Manchester, TN",Central,77.5,78.6,61.7,40.0,91.9,Bottom 25% of geographies,25.5,13.5,42.1,22.0,51-75% of geographies,26-50% of geographies,26-50% of geographies,51-75% of geographies
205,37391,"Cleveland, TN",Outlying,84.9,83.9,,,,26-50% of geographies,11.5,,,,Bottom 25% of geographies,,,
206,37394,,Outlying,61.6,72.8,0.0,,0.0,Bottom 25% of geographies,22.1,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
207,37396,"Chattanooga, TN-GA",Outlying,79.8,79.8,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
208,37397,"Chattanooga, TN-GA",Outlying,83.9,84.0,100.0,100.0,79.7,26-50% of geographies,11.3,87.7,0.0,8.6,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies,26-50% of geographies
209,37398,"Tullahoma-Manchester, TN",Outlying,79.5,79.0,76.2,100.0,62.6,Bottom 25% of geographies,23.0,28.0,26.5,0.0,51-75% of geographies,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies
210,37402,"Chattanooga, TN-GA",Central,78.8,86.5,75.0,100.0,80.6,Bottom 25% of geographies,42.9,5.7,61.5,46.5,Top 25% of geographies,26-50% of geographies,51-75% of geographies,Top 25% of geographies
211,37403,"Chattanooga, TN-GA",Central,89.1,92.2,79.9,100.0,100.0,51-75% of geographies,48.7,17.4,100.0,24.4,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
212,37404,"Chattanooga, TN-GA",Central,86.2,92.1,79.6,42.0,86.9,26-50% of geographies,44.5,9.7,56.4,1.4,Top 25% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
213,37405,"Chattanooga, TN-GA",Central,94.0,94.8,86.5,98.6,100.0,Top 25% of geographies,52.5,24.7,59.9,43.8,Top 25% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
214,37406,"Chattanooga, TN-GA",Central,75.0,73.3,74.4,71.9,85.4,Bottom 25% of geographies,20.4,12.1,84.6,20.2,26-50% of geographies,26-50% of geographies,Top 25% of geographies,51-75% of geographies
215,37407,"Chattanooga, TN-GA",Central,75.7,77.8,65.8,,81.8,Bottom 25% of geographies,8.0,0.9,,2.0,Bottom 25% of geographies,26-50% of geographies,,26-50% of geographies
216,37408,"Chattanooga, TN-GA",Central,86.7,92.5,77.6,100.0,58.8,26-50% of geographies,73.0,10.7,100.0,80.7,Top 25% of geographies,26-50% of geographies,Top 25% of geographies,Top 25% of geographies
217,37409,"Chattanooga, TN-GA",Central,91.4,96.5,35.6,100.0,100.0,51-75% of geographies,64.4,4.7,53.8,31.0,Top 25% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies
218,37410,"Chattanooga, TN-GA",Central,85.7,100.0,82.7,,100.0,26-50% of geographies,5.7,7.1,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
219,37411,"Chattanooga, TN-GA",Central,87.7,91.4,83.0,100.0,85.5,26-50% of geographies,43.0,15.1,51.5,7.7,Top 25% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
220,37412,"Chattanooga, TN-GA",Central,83.5,83.5,81.1,82.1,79.7,26-50% of geographies,22.8,15.1,33.1,11.0,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
221,37415,"Chattanooga, TN-GA",Central,90.0,90.5,84.2,85.2,86.2,51-75% of geographies,41.3,32.5,59.2,36.0,Top 25% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
222,37416,"Chattanooga, TN-GA",Central,86.8,92.1,81.8,100.0,78.0,26-50% of geographies,32.6,17.9,39.5,12.5,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
223,37419,"Chattanooga, TN-GA",Central,88.8,87.5,100.0,94.1,,51-75% of geographies,35.4,0.0,59.2,,51-75% of geographies,Bottom 25% of geographies,51-75% of geographies,
224,37421,"Chattanooga, TN-GA",Central,91.0,91.0,88.9,98.7,92.8,51-75% of geographies,40.3,25.2,56.8,14.9,Top 25% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
225,37601,"Johnson City, TN",Central,88.5,88.3,88.2,98.6,88.0,51-75% of geographies,30.9,36.0,78.2,17.1,51-75% of geographies,Top 25% of geographies,Top 25% of geographies,51-75% of geographies
226,37604,"Johnson City, TN",Central,86.1,87.6,80.4,89.8,75.2,26-50% of geographies,37.8,37.4,80.3,15.1,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,51-75% of geographies
227,37614,,Outlying,,,,,,,100.0,,100.0,100.0,Top 25% of geographies,,Top 25% of geographies,Top 25% of geographies
228,37615,"Johnson City, TN",Central,91.8,92.2,82.9,100.0,74.6,51-75% of geographies,40.6,37.9,69.2,43.1,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,Top 25% of geographies
229,37616,"Greeneville, TN",Central,82.0,81.0,,100.0,75.6,26-50% of geographies,21.2,,0.0,75.6,26-50% of geographies,,Bottom 25% of geographies,Top 25% of geographies
230,37617,"Kingsport-Bristol, TN-VA",Central,92.3,92.2,100.0,100.0,100.0,51-75% of geographies,28.2,0.0,0.0,40.6,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
231,37618,"Kingsport-Bristol, TN-VA",Central,82.5,82.0,91.9,66.7,98.9,26-50% of geographies,16.3,0.0,100.0,4.9,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,26-50% of geographies
232,37620,"Kingsport-Bristol, TN-VA",Central,87.4,87.3,85.8,84.5,89.3,26-50% of geographies,26.1,23.0,66.3,37.3,51-75% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
233,37640,,Outlying,79.0,78.6,,100.0,100.0,Bottom 25% of geographies,14.1,,100.0,0.0,Bottom 25% of geographies,,Top 25% of geographies,Bottom 25% of geographies
234,37641,"Greeneville, TN",Central,82.2,82.7,100.0,,54.6,26-50% of geographies,14.7,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
235,37642,"Kingsport-Bristol, TN-VA",Central,87.2,87.0,100.0,100.0,100.0,26-50% of geographies,16.8,0.0,82.4,0.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
236,37643,"Johnson City, TN",Central,80.5,80.5,76.6,34.9,84.3,Bottom 25% of geographies,18.9,6.6,63.7,16.5,26-50% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies
237,37645,"Kingsport-Bristol, TN-VA",Central,90.2,90.0,100.0,,100.0,51-75% of geographies,18.0,32.4,,0.0,26-50% of geographies,51-75% of geographies,,Bottom 25% of geographies
238,37650,"Johnson City, TN",Outlying,80.2,81.0,100.0,,47.0,Bottom 25% of geographies,14.9,0.0,,15.7,26-50% of geographies,Bottom 25% of geographies,,51-75% of geographies
239,37656,"Johnson City, TN",Central,81.6,81.2,,,100.0,26-50% of geographies,16.4,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
240,37657,"Johnson City, TN",Outlying,85.2,84.2,,,,26-50% of geographies,14.7,,,,26-50% of geographies,,,
241,37658,"Johnson City, TN",Central,76.8,76.8,,,0.0,Bottom 25% of geographies,18.6,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
242,37659,"Johnson City, TN",Central,90.6,90.6,78.2,80.9,89.4,51-75% of geographies,28.9,20.2,51.4,29.7,51-75% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
243,37660,"Kingsport-Bristol, TN-VA",Central,83.8,83.2,88.7,85.8,92.4,26-50% of geographies,22.0,11.5,54.2,28.4,26-50% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies
244,37663,"Kingsport-Bristol, TN-VA",Central,91.1,90.9,100.0,100.0,100.0,51-75% of geographies,32.7,66.7,40.9,66.7,51-75% of geographies,Top 25% of geographies,26-50% of geographies,Top 25% of geographies
245,37664,"Kingsport-Bristol, TN-VA",Central,88.3,88.0,83.5,100.0,85.4,26-50% of geographies,32.0,11.5,59.9,17.9,51-75% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies
246,37665,"Kingsport-Bristol, TN-VA",Central,85.8,85.4,100.0,100.0,100.0,26-50% of geographies,11.7,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
247,37680,,Outlying,33.3,33.3,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
248,37681,"Johnson City, TN",Central,82.1,81.5,100.0,100.0,,26-50% of geographies,15.2,0.0,100.0,,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,
249,37682,"Johnson City, TN",Central,100.0,100.0,,,,Top 25% of geographies,53.7,,,,Top 25% of geographies,,,
250,37683,,Outlying,74.6,73.9,100.0,96.2,95.9,Bottom 25% of geographies,13.8,0.8,0.0,13.2,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
251,37686,"Kingsport-Bristol, TN-VA",Central,89.5,91.7,22.7,34.8,88.9,51-75% of geographies,29.9,0.0,6.2,15.0,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies
252,37687,"Johnson City, TN",Central,71.7,71.6,,,97.6,Bottom 25% of geographies,15.9,0.0,,9.5,26-50% of geographies,Bottom 25% of geographies,,26-50% of geographies
253,37688,,Outlying,75.0,74.0,,,0.0,Bottom 25% of geographies,19.7,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
254,37690,"Johnson City, TN",Central,87.2,86.5,100.0,,100.0,26-50% of geographies,18.5,0.0,,15.7,26-50% of geographies,Bottom 25% of geographies,,51-75% of geographies
255,37691,,Outlying,90.8,90.1,,,,51-75% of geographies,0.0,,,,Bottom 25% of geographies,,,
256,37692,"Johnson City, TN",Outlying,86.3,86.6,100.0,,76.7,26-50% of geographies,18.4,100.0,,0.0,26-50% of geographies,Top 25% of geographies,,Bottom 25% of geographies
257,37694,"Johnson City, TN",Central,76.5,75.2,100.0,,100.0,Bottom 25% of geographies,19.0,0.0,,100.0,26-50% of geographies,Bottom 25% of geographies,,Top 25% of geographies
258,37701,"Knoxville, TN",Central,83.9,82.2,87.0,100.0,57.1,26-50% of geographies,34.6,25.8,32.5,5.0,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
259,37705,"Knoxville, TN",Central,95.2,94.7,,,100.0,Top 25% of geographies,26.2,,,0.0,51-75% of geographies,,,Bottom 25% of geographies
260,37708,"Morristown, TN",Outlying,77.5,78.0,100.0,,100.0,Bottom 25% of geographies,16.8,50.0,,20.5,26-50% of geographies,Top 25% of geographies,,51-75% of geographies
261,37709,"Morristown, TN",Outlying,86.5,86.1,,,100.0,26-50% of geographies,19.6,,,47.6,26-50% of geographies,,,Top 25% of geographies
262,37710,"Knoxville, TN",Central,77.3,77.3,,,100.0,Bottom 25% of geographies,3.0,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
263,37711,"Kingsport-Bristol, TN-VA",Central,68.4,68.4,,,100.0,Bottom 25% of geographies,10.9,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
264,37713,"Newport, TN",Central,73.6,73.4,,,100.0,Bottom 25% of geographies,5.6,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
265,37714,"Knoxville, TN",Outlying,78.2,78.7,,,27.0,Bottom 25% of geographies,11.9,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
266,37715,,Outlying,64.6,64.8,,,,Bottom 25% of geographies,3.6,,,,Bottom 25% of geographies,,,
267,37716,"Knoxville, TN",Central,86.3,85.6,100.0,100.0,100.0,26-50% of geographies,16.9,6.3,8.9,50.8,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies
268,37719,,Outlying,100.0,100.0,,,,Top 25% of geographies,17.4,,,,26-50% of geographies,,,
269,37721,"Knoxville, TN",Central,86.8,87.0,69.2,,97.6,26-50% of geographies,15.2,30.0,,57.1,26-50% of geographies,51-75% of geographies,,Top 25% of geographies
270,37722,"Newport, TN",Central,81.8,81.4,,,100.0,26-50% of geographies,14.6,,,10.1,26-50% of geographies,,,26-50% of geographies
271,37723,"Crossville, TN",Central,81.9,81.3,,,100.0,26-50% of geographies,5.2,,,,Bottom 25% of geographies,,,
272,37724,,Outlying,73.9,72.5,100.0,100.0,100.0,Bottom 25% of geographies,20.8,15.4,100.0,16.7,26-50% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
273,37725,"Morristown, TN",Central,83.6,82.8,97.9,100.0,67.3,26-50% of geographies,18.5,0.0,78.9,24.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,51-75% of geographies
